Start

time_(μs) raw_current raw_low_voltage
1776796 524 111
1777652 523 124
1778508 524 120
1779364 524 125
1780224 525 125
1781084 524 116
1781940 524 124
1782804 525 129
1783652 525 130
1784508 526 153
1785372 526 130
1786228 525 137
1787092 526 147
1787956 526 138
1788812 526 144
1789676 527 159
1790540 527 142
1791404 527 141
1792268 526 144
1793128 527 153
1793980 528 146
1794836 528 157
1795700 528 168
1796556 528 157
1797412 528 153
1798276 528 165
1799132 528 171
1799988 529 164
1800844 529 155
1801708 529 161
1802564 529 172
1803416 530 154
1804268 528 148
1805124 527 152
1805980 527 157
1806844 528 151
1807700 527 143
1808556 527 157
1809404 528 136
1810260 526 135
1811116 526 140
1811980 527 150
1812844 527 132
1813704 526 139
1814564 527 107
1815412 526 127
1816268 525 134
1817132 526 137
1817988 526 119
1818852 525 139
1819708 525 124
1820556 524 119
1821412 524 131
1822276 525 117
1823140 524 127
1824004 525 119
1824856 524 113
1825708 523 122
1826564 524 116
1827424 524 124
1828284 525 117
1829140 524 113
1829996 525 123
1830844 525 122
1831700 525 124
1832564 526 147
1833420 525 125
1834284 525 134
1835148 525 141
1836004 525 127
1836860 526 142
1837716 526 132
1838580 526 128
1839444 526 143
1840300 525 142
1841164 526 133
1842020 527 150
1842876 527 125
1843740 527 141
1844600 527 147
1845456 527 154
1846316 529 152
1847164 528 142
1848020 528 155
1848884 528 123
1849736 527 142
1850596 526 138
1851452 526 145
1852300 527 139
1853156 527 138
1854020 527 153
1854884 527 136
1855748 526 127
1856604 526 136
1857460 526 129
1858316 526 124
1859180 525 146
1860036 525 122
1860896 526 128
1861756 525 131
1862604 524 114
1863460 524 132
1864316 524 116
1865180 524 116
1866036 524 127
1866892 525 103
1867740 524 132
1868596 524 113
1869452 523 117
1870316 524 125
1871172 524 111
1872036 524 141
1872892 523 106
1873748 523 100
1874604 524 116
1875468 523 118
1876324 524 115
1877180 524 109
1878036 523 122
1878892 524 119
1879748 524 126
1880612 525 118
1881476 524 118
1882340 525 118
1883204 526 127
1884060 525 121
1884916 525 147
1885780 526 130
1886636 525 128
1887492 526 141
1888356 527 137
1889212 526 137
1890068 526 156
1890932 526 145
1891788 527 141
1892652 526 151
1893516 527 153
1894372 528 142
1895232 527 143
1896084 528 156
1896948 527 140
1897804 526 133
1898668 526 133
1899516 527 140
1900376 526 130
1901228 527 150
1902092 526 131
1902956 525 121
1903812 525 129
1904676 525 124
1905532 524 125
1906388 526 106
1907252 525 116
1908116 525 124
1908972 525 126
1909836 524 112
1910692 525 142
1911548 524 114
1912412 524 123
1913276 524 116
1914140 524 113
1915004 525 105
1915860 523 103
1916716 524 118
1917576 523 108
1918436 523 120
1919300 525 113
1920164 523 110
1921020 523 127
1921876 524 112
1922732 524 131
1923596 524 113
1924452 524 117
1925316 524 125
1926180 524 113
1927028 524 138
1927884 525 115
1928748 525 127
1929604 525 136
1930456 525 121
1931316 525 141
1932164 526 130
1933020 526 128
1933884 525 103
1934740 526 144
1935596 526 136
1936452 526 149
1937308 527 133
1938164 526 139
1939028 526 143
1939884 527 146
1940748 527 135
1941604 527 137
1942460 526 153
1943316 527 125
1944180 525 131
1945044 525 138
1945908 525 124
1946772 525 136
1947620 525 125
1948476 525 119
1949332 525 130
1950196 524 119
1951060 524 128
1951924 525 121
1952780 525 110
1953636 524 121
1954492 526 112
1955356 523 126
1956220 524 114
1957084 523 109
1957940 523 120
1958796 523 103
1959652 523 132
1960516 523 95
1961336 524 105
1962196 523 112
1963060 522 113
1963916 524 112
1964772 523 106
1965636 523 118
1966500 522 105
1967360 524 135
1968220 524 107
1969068 523 84
1969880 523 121
1970740 523 118
1971596 525 102
1972452 525 118
1973308 524 132
1974156 524 131
1975012 524 123
1975876 525 145
1976740 526 129
1977604 526 130
1978456 525 140
1979308 526 136
1980164 526 137
1981028 528 155
1981884 527 140
1982748 525 131
1983604 525 135
1984460 525 127
1985316 526 129
1986172 526 151
1987036 526 128
1987900 525 130
1988756 525 138
1989604 526 120
1990460 525 134
1991316 525 121
1992180 524 112
1993044 524 127
1993900 525 110
1994748 524 125
1995612 524 118
1996468 523 109
1997332 523 122
1998196 523 106
1999052 523 128
1999908 523 106
2000756 523 116
2001612 523 110
2002476 523 105
2003332 523 108
2004188 522 101
2005044 522 119
2005892 522 97
2006704 523 128
2007564 523 99
2008384 523 102
2009244 522 110
2010092 523 116
2010948 523 114
2011804 523 110
2012668 523 127
2013532 524 117
2014388 524 136
2015252 524 121
2016108 524 121
2016964 524 134
2017828 525 126
2018684 525 136
2019540 525 132
2020396 525 125
2021244 527 106
2022100 526 141
2022964 525 129
2023828 526 147
2024684 526 125
2025548 524 122
2026396 525 134
2027252 525 127
2028116 525 130
2028980 526 120
2029844 525 116
2030700 524 120
2031556 525 122
2032412 524 121
